Date,Open,High,Low,Close,Volume
2021-09-22,15102.38,15196.21,14926.63,15079.34,48625285
2021-09-23,15069.66,15242.8,14969.68,15074.03,22841583
2021-09-24,15232.23,15360.52,15166.56,15252.84,31272447
2021-09-27,15049.12,15153.54,14874.02,15078.52,37999920
2021-09-28,15179.38,15323.85,14955.14,15175.75,5461122
2021-09-29,15086.91,15297.45,15053.97,15085.26,39229457
2021-09-30,14960.88,15158.21,14768.77,14947.76,46091400
2021-10-01,14957.86,15030.79,14720.98,14934.54,17498291
2021-10-04,14730.16,14885.71,14570.08,14754.99,44032267
2021-10-05,14676.44,14732.53,14450.34,14662.86,36805572
2021-10-06,14439.88,14674.0,14314.73,14457.95,40160184
2021-10-07,14825.82,15023.04,14736.97,14804.61,22584256
2021-10-08,14835.7,14971.53,14660.27,14816.79,11634586
2021-10-11,14700.71,14881.41,14562.71,14698.31,25909659
2021-10-12,14754.33,14908.46,14650.27,14741.93,27009406
2021-10-13,14717.02,14870.98,14604.47,14727.95,32609116
2021-10-14,14693.1,14734.37,14638.93,14694.79,12920337
2021-10-15,14828.02,14926.14,14753.56,14808.97,33808715
2021-10-18,14947.07,15110.55,14727.19,14949.51,7154828
2021-10-19,14851.87,15020.93,14787.72,14860.32,44333160
2021-10-20,14763.24,14864.72,14630.56,14763.58,16981953
2021-10-21,14740.09,14930.41,14689.18,14720.76,43847780
2021-10-22,14310.58,14379.81,14195.17,14320.02,7784975
2021-10-25,14047.02,14184.99,14034.85,14065.37,20629231
2021-10-26,14313.83,14458.76,14227.47,14301.71,13371223
2021-10-27,14608.76,14751.14,14418.04,14589.74,13840597
2021-10-28,14528.73,14703.78,14435.54,14551.97,20724345
2021-10-29,14643.22,14740.25,14627.66,14658.47,43466733
2021-11-01,14698.01,14778.41,14662.39,14719.09,13126492
2021-11-02,15259.51,15425.56,15059.09,15268.79,24854242
2021-11-03,15476.96,15631.6,15389.99,15480.04,49087791
2021-11-04,15477.86,15529.44,15299.99,15462.47,5148469
2021-11-05,15300.6,15462.11,15063.37,15291.35,49280462
2021-11-08,15009.95,15121.47,14856.34,15002.69,25947771
2021-11-09,15036.44,15206.02,14865.56,15045.32,20774046
2021-11-10,14935.16,15106.97,14849.84,14914.79,18699048
2021-11-11,14664.52,14727.89,14510.52,14666.2,22293610
2021-11-12,14586.17,14591.01,14496.51,14558.27,33939983
2021-11-15,14382.86,14549.5,14159.64,14375.15,23868041
2021-11-16,14650.0,14817.57,14510.57,14671.94,47463152
2021-11-17,14843.48,14997.61,14657.04,14833.03,16092722
2021-11-18,14827.16,15028.89,14660.03,14837.54,49589825
2021-11-19,15118.24,15294.86,14893.77,15106.98,18880983
2021-11-22,15101.01,15346.27,14936.94,15127.05,35459094
2021-11-23,14957.28,15111.06,14860.27,14976.76,40973285
2021-11-24,15278.2,15383.88,15085.43,15256.49,12249127
2021-11-25,15344.49,15472.23,15214.18,15361.25,30698073
2021-11-26,15196.65,15236.87,15022.9,15176.19,19673090
2021-11-29,15134.23,15290.65,15092.87,15147.6,45751609
2021-11-30,15003.07,15078.49,14946.05,14994.5,42938509
2021-12-01,14763.14,14957.87,14624.94,14751.68,37845567
2021-12-02,14922.29,15064.51,14761.76,14921.54,34702936
2021-12-03,15257.51,15417.62,15061.56,15269.4,6129775
2021-12-06,15001.98,15118.58,14980.11,15019.25,39725365
2021-12-07,15098.47,15167.2,14911.66,15126.72,41073361
2021-12-08,15002.89,15050.89,14847.54,15014.66,45158600
2021-12-09,14942.05,15044.95,14766.77,14932.9,22636950
2021-12-10,14858.73,14878.69,14672.01,14832.72,43761620
2021-12-13,14706.67,14830.09,14495.96,14684.87,32423552
2021-12-14,14714.94,14897.04,14628.46,14699.29,46797012
2021-12-15,14575.4,14754.82,14363.41,14558.6,6872154
2021-12-16,14621.32,14766.09,14513.1,14611.68,46459049
2021-12-17,14594.7,14678.04,14413.1,14608.71,5913605
2021-12-20,14596.4,14765.3,14367.44,14572.67,24786742
2021-12-21,14429.64,14614.73,14373.97,14419.79,31676223
2021-12-22,14329.22,14391.03,14146.27,14325.75,30182763
2021-12-23,14438.84,14628.9,14398.81,14461.34,15929691
2021-12-24,14550.97,14637.37,14438.79,14554.05,34666732
2021-12-27,14386.86,14568.07,14187.87,14389.15,7032656
2021-12-28,14433.07,14627.72,14374.88,14412.05,11490750
2021-12-29,14550.48,14582.54,14376.26,14547.77,12221626
2021-12-30,14255.33,14457.06,14207.6,14262.15,44908007
2021-12-31,14388.24,14505.81,14176.95,14360.85,10198054
2022-01-03,14230.21,14461.26,14196.84,14252.4,48210443
2022-01-04,14351.25,14471.19,14142.83,14355.69,40408597
2022-01-05,14203.88,14415.17,14111.18,14229.95,32413661
2022-01-06,13940.81,13966.59,13857.84,13927.44,36041604
2022-01-07,13683.85,13747.87,13622.1,13661.0,38931656
2022-01-10,13662.32,13713.61,13630.86,13674.35,19500948
2022-01-11,13742.11,13923.88,13662.82,13722.44,17821090
2022-01-12,13567.73,13750.39,13532.12,13579.02,26230938
2022-01-13,13711.0,13867.59,13518.63,13688.5,44875568
2022-01-14,13434.69,13611.55,13269.32,13421.05,13623041
2022-01-17,13432.14,13457.45,13264.94,13415.78,32192023
2022-01-18,13200.69,13318.94,13092.62,13226.19,39003366
2022-01-19,13152.32,13166.4,12998.23,13128.02,24435101
2022-01-20,13152.65,13203.03,13036.65,13140.74,43796461
2022-01-21,13000.16,13075.13,12842.2,13010.32,10772964
2022-01-24,12972.55,13060.4,12877.57,12955.48,36103195
2022-01-25,13105.65,13189.14,12948.93,13117.11,27421435
2022-01-26,13050.98,13074.72,12888.65,13031.55,16296266
2022-01-27,13147.04,13222.45,13056.1,13167.45,15466646
2022-01-28,13004.8,13045.08,12933.84,12994.21,38408376
2022-01-31,13084.15,13273.67,13011.55,13082.02,23719336
2022-02-01,13292.07,13471.6,13225.58,13313.56,49632802
2022-02-02,12910.66,13112.45,12756.32,12924.01,16328513
2022-02-03,12780.61,12904.4,12704.57,12805.59,46648998
2022-02-04,12897.77,12971.87,12720.56,12899.39,29088676
2022-02-07,12862.88,13032.46,12743.17,12873.12,48626004
2022-02-08,12940.69,13016.33,12811.1,12935.6,5821939
2022-02-09,12836.6,12922.71,12660.96,12847.02,32650908
2022-02-10,12855.21,12930.12,12718.35,12865.51,29247612
2022-02-11,12859.11,12893.97,12813.52,12846.62,46717797
2022-02-14,13008.23,13101.29,12997.86,13031.78,7500120
2022-02-15,13097.86,13163.34,12940.52,13076.78,18831553
2022-02-16,13153.5,13276.35,12945.32,13134.99,35352409
2022-02-17,13084.1,13112.11,12909.64,13075.32,8932613
2022-02-18,13008.89,13065.64,12875.29,13004.05,42609464
2022-02-21,12962.06,13103.74,12907.08,12941.75,33923202
2022-02-22,12991.81,13059.04,12836.94,13008.18,37778976
2022-02-23,12925.87,13031.24,12881.97,12947.67,27658560
2022-02-24,12984.33,13169.97,12821.27,12997.87,7196274
2022-02-25,13342.48,13380.28,13296.88,13326.78,7429700
2022-02-28,13446.35,13512.86,13336.18,13471.42,47564498
2022-03-01,13428.55,13535.51,13358.04,13424.11,21068491
2022-03-02,13649.98,13703.78,13479.31,13622.98,9096920
2022-03-03,13581.01,13688.17,13468.95,13561.72,29335160
2022-03-04,13236.59,13400.23,13069.96,13235.46,44569778
2022-03-07,13057.81,13130.13,12909.26,13080.64,15462498
2022-03-08,12809.18,12914.38,12756.34,12792.22,16770187
2022-03-09,12748.42,12852.61,12704.25,12743.38,49660996
2022-03-10,12731.65,12800.68,12707.14,12751.29,34231073
2022-03-11,12991.77,13144.5,12923.52,13012.91,12872277
2022-03-14,13090.58,13141.8,13010.46,13069.17,7604902
2022-03-15,13048.86,13148.81,12856.14,13040.04,18739212
2022-03-16,13192.39,13215.48,13034.75,13175.04,5398008
2022-03-17,12850.18,12933.05,12690.59,12830.73,34285038
2022-03-18,12875.83,12949.16,12785.42,12872.14,48266997
2022-03-21,12997.26,13161.29,12861.55,12996.36,27858114
2022-03-22,12767.41,12805.96,12604.05,12770.96,48797300
2022-03-23,12941.87,13047.73,12857.51,12951.35,13029598
2022-03-24,13005.74,13112.69,12951.73,13009.14,19643268
2022-03-25,12963.7,13097.46,12819.6,12949.51,12867863
2022-03-28,13058.34,13176.58,12879.67,13053.02,7796647
2022-03-29,13434.98,13557.09,13247.01,13413.92,19927605
2022-03-30,13445.51,13611.31,13288.35,13448.56,35391456
2022-03-31,13499.78,13672.23,13344.19,13494.0,37086215
2022-04-01,13432.06,13506.64,13335.82,13425.01,27579415
2022-04-04,13298.35,13413.03,13197.92,13293.47,5174001
2022-04-05,13442.13,13604.79,13351.31,13431.24,15803215
2022-04-06,13284.67,13496.29,13161.83,13298.64,5088780
2022-04-07,13316.04,13495.98,13258.28,13315.38,45951660
2022-04-08,13223.41,13334.83,13080.85,13244.38,7695145
2022-04-11,13319.65,13386.27,13207.17,13325.8,47817112
2022-04-12,13383.83,13496.41,13323.08,13384.49,28569325
2022-04-13,13564.74,13714.3,13384.89,13556.49,9084591
2022-04-14,13503.23,13592.21,13296.01,13478.94,47962091
2022-04-15,13446.09,13551.99,13393.48,13440.68,21761480
2022-04-18,13301.14,13459.57,13148.11,13288.19,39968551
2022-04-19,13223.0,13311.23,13141.88,13222.66,10354993
2022-04-20,13294.95,13462.92,13092.88,13287.82,6268182
2022-04-21,13390.82,13511.61,13332.96,13413.84,36849855
2022-04-22,13257.73,13353.94,13126.24,13270.77,34239985
2022-04-25,13407.15,13520.56,13223.06,13414.56,38090235
2022-04-26,13636.65,13800.6,13541.69,13638.15,37916465
2022-04-27,13686.35,13761.15,13548.52,13711.27,44749134
2022-04-28,14005.35,14089.41,13885.69,14025.55,17414960
2022-04-29,13888.52,14100.67,13706.97,13900.93,41674884
2022-05-02,13724.7,13757.51,13519.59,13698.86,10615829
2022-05-03,13402.9,13537.76,13262.72,13411.95,37455887
2022-05-04,13657.11,13788.27,13469.16,13658.09,28081937
2022-05-05,13754.06,13886.0,13727.3,13770.8,12738672
2022-05-06,13773.23,13910.05,13561.7,13767.12,48405457
2022-05-09,13806.76,13887.81,13698.52,13818.88,36012614
2022-05-10,13621.79,13763.03,13455.06,13637.78,14064507
2022-05-11,14044.42,14139.52,13889.01,14043.49,38873206
2022-05-12,14043.05,14220.05,14029.21,14070.88,29338959
2022-05-13,14067.22,14149.05,13913.18,14094.98,24801087
2022-05-16,14207.39,14357.38,14188.61,14223.37,37676313
2022-05-17,14284.64,14374.25,14134.78,14311.16,5611868
2022-05-18,14332.83,14436.05,14278.4,14355.33,43088342
2022-05-19,14215.74,14293.8,14112.63,14224.91,45483572
2022-05-20,14328.4,14373.71,14260.96,14311.08,18726798
2022-05-23,14644.23,14826.44,14525.84,14640.01,31370480
2022-05-24,14882.98,14967.27,14762.41,14882.23,8456800
2022-05-25,15160.17,15385.92,14983.66,15172.7,14127064
2022-05-26,15111.74,15306.08,14892.01,15085.69,22915668
2022-05-27,14906.44,15053.15,14866.56,14912.58,29886550
2022-05-30,14871.43,14953.52,14736.08,14896.03,14071594
2022-05-31,14918.94,15014.39,14760.4,14911.95,24065229
2022-06-01,15090.37,15300.68,15036.3,15113.72,20313683
2022-06-02,14803.64,14913.18,14655.86,14812.81,31933405
2022-06-03,15091.06,15137.87,15051.03,15090.62,24126034
2022-06-06,15090.6,15207.24,14986.57,15068.04,41969830
2022-06-07,14996.49,15191.64,14888.4,14996.88,18539916
2022-06-08,14832.73,15003.73,14768.15,14820.74,41899281
2022-06-09,14561.0,14594.5,14323.74,14532.35,30501334
2022-06-10,14660.07,14839.49,14510.55,14681.72,18035245
2022-06-13,14687.26,14772.05,14568.87,14700.51,41756256
2022-06-14,14472.72,14548.86,14304.37,14478.83,21391910
2022-06-15,14255.15,14450.16,14183.61,14259.61,36407591
2022-06-16,14202.8,14282.38,14164.51,14207.85,46993288
2022-06-17,14521.73,14576.71,14360.49,14498.09,27225824
2022-06-20,14471.11,14487.77,14306.16,14458.73,37439996
2022-06-21,14209.84,14392.89,14168.2,14203.71,36401909
2022-06-22,14156.7,14341.82,14036.93,14167.51,49120080
2022-06-23,14145.11,14270.27,14004.72,14126.81,22017562
2022-06-24,13700.17,13836.01,13532.67,13675.28,14007429
2022-06-27,13689.4,13726.21,13628.42,13671.84,14052772
2022-06-28,13612.23,13747.97,13535.71,13639.42,30428563
2022-06-29,13766.33,13849.16,13688.77,13758.83,46149257
2022-06-30,14044.34,14114.89,14007.04,14069.6,24199177
2022-07-01,14251.6,14384.12,14114.85,14265.43,37395607
2022-07-04,14200.05,14423.83,14091.94,14225.11,40324762
2022-07-05,14047.75,14077.31,13986.17,14041.92,37417532
2022-07-06,14491.96,14564.98,14332.32,14481.15,47307805
2022-07-07,14474.88,14565.34,14429.4,14497.23,48863422
2022-07-08,14498.72,14579.37,14465.32,14505.46,36502192
2022-07-11,14504.52,14707.4,14406.99,14507.06,21790095
2022-07-12,14539.73,14664.96,14469.39,14547.35,13946694
2022-07-13,14505.94,14645.09,14462.1,14527.96,14920226
2022-07-14,14429.09,14605.35,14375.82,14433.77,44135247
2022-07-15,14359.23,14402.32,14203.32,14344.82,25776359
2022-07-18,14320.3,14464.48,14139.31,14344.92,21689149
2022-07-19,14233.17,14365.32,14117.74,14257.11,11949666
2022-07-20,14132.64,14278.87,14052.6,14140.86,47102512
2022-07-21,14189.6,14376.96,14035.03,14164.57,7091028
2022-07-22,14136.43,14296.46,14052.54,14126.9,7727850
2022-07-25,14397.8,14490.7,14238.47,14387.51,15086627
2022-07-26,13927.88,14113.37,13841.54,13935.58,40333904
2022-07-27,14128.97,14183.27,13946.05,14123.68,44050024
2022-07-28,14312.42,14374.88,14265.12,14340.52,24926999
2022-07-29,13997.07,14054.62,13878.86,13989.46,49340506
2022-08-01,13960.57,14027.08,13765.44,13937.52,45888723
2022-08-02,13887.23,14000.87,13725.44,13880.98,17297281
2022-08-03,13672.48,13788.55,13580.16,13652.08,31504795
2022-08-04,13542.23,13717.34,13412.05,13530.11,38427892
2022-08-05,13334.94,13470.44,13192.39,13355.21,28728956
2022-08-08,13663.33,13757.55,13608.29,13641.37,18679525
2022-08-09,13776.07,13836.61,13721.29,13800.0,26063635
2022-08-10,14017.99,14050.48,13980.24,14016.09,48980741
2022-08-11,14122.83,14272.7,14009.46,14143.07,25787302
2022-08-12,13929.85,14064.53,13833.96,13957.11,22260086
2022-08-15,13870.52,14053.96,13828.69,13874.85,10313280
2022-08-16,13950.43,14018.96,13847.75,13961.88,38530980
2022-08-17,13761.93,13794.7,13682.8,13762.7,12963845
2022-08-18,13890.25,13994.79,13723.19,13885.96,37729313
2022-08-19,13826.19,13921.93,13724.14,13851.47,27768558
2022-08-22,13773.91,13831.19,13609.93,13794.71,28210446
2022-08-23,13921.18,14076.86,13746.42,13917.92,45739052
2022-08-24,13988.9,14045.98,13787.89,13997.68,42764121
2022-08-25,13955.43,14080.79,13740.63,13942.65,29913016
2022-08-26,14150.81,14222.15,14109.73,14142.19,42706541
2022-08-29,13983.69,14023.81,13798.92,13964.39,41160254
2022-08-30,14084.02,14170.81,13983.44,14073.19,21894585
2022-08-31,14175.01,14355.07,14120.96,14178.98,35105118
2022-09-01,14141.76,14232.28,14021.17,14131.98,33884951
2022-09-02,14180.19,14359.85,14008.3,14192.94,11380858
2022-09-05,13974.7,14036.32,13908.13,13985.54,7350876
2022-09-06,14162.56,14316.61,14044.4,14146.21,12031401
2022-09-07,14117.45,14192.21,14042.9,14120.48,13169183
2022-09-08,14054.31,14189.24,13967.46,14037.55,33539152
2022-09-09,14238.21,14352.9,14186.89,14219.87,20384461
2022-09-12,14125.55,14303.96,13998.97,14105.37,42173479
2022-09-13,13895.73,13970.21,13726.14,13872.61,21378623
2022-09-14,13615.27,13657.98,13529.55,13619.03,41422127
2022-09-15,13713.57,13754.38,13529.87,13723.51,31913900
2022-09-16,13522.58,13690.48,13473.07,13518.14,27124222
2022-09-19,13801.09,13930.02,13622.51,13808.21,38241589
2022-09-20,13474.2,13631.43,13324.13,13468.76,6650522
2022-09-21,13759.64,13817.73,13687.91,13748.33,10408792
2022-09-22,13799.04,13878.08,13688.89,13788.65,43796474
2022-09-23,13771.25,13811.11,13641.99,13778.16,11060319
2022-09-26,13675.33,13892.12,13572.45,13693.57,19605939
2022-09-27,13760.81,13911.68,13711.08,13764.64,14555821
2022-09-28,13744.25,13958.44,13618.31,13763.93,22684369
2022-09-29,13973.43,14027.72,13900.12,13951.66,41269092
2022-09-30,13967.75,14115.42,13782.74,13976.37,44379080
2022-10-03,13987.81,14158.73,13938.51,14007.17,16389435
2022-10-04,13925.17,14037.15,13896.1,13951.65,6923298
2022-10-05,13955.83,14129.37,13771.45,13947.7,25402495
2022-10-06,14012.46,14205.25,13873.07,14004.8,34202247
2022-10-07,13714.24,13908.29,13546.67,13722.99,47464437
2022-10-10,13483.33,13663.25,13427.94,13506.47,5792425
2022-10-11,13627.41,13708.77,13522.72,13632.33,27113746
2022-10-12,13655.42,13743.1,13573.62,13665.74,23343988
2022-10-13,13650.7,13839.15,13471.26,13641.03,8001179
2022-10-14,13655.28,13678.63,13482.34,13649.51,21829282
2022-10-17,13704.47,13866.96,13513.62,13711.9,41025578
2022-10-18,13613.19,13780.95,13481.2,13628.57,43813450
2022-10-19,13533.1,13643.09,13402.42,13506.74,28187230
2022-10-20,13541.39,13745.3,13491.78,13543.88,30424304
2022-10-21,13400.37,13471.36,13305.53,13390.29,28506415
2022-10-24,13441.89,13547.66,13335.52,13461.24,44068646
2022-10-25,13190.84,13231.52,13157.18,13191.6,46773155
2022-10-26,13334.54,13463.42,13284.31,13359.79,42737437
2022-10-27,13441.2,13513.4,13401.82,13440.9,18709910
2022-10-28,13512.61,13574.76,13377.77,13487.57,29828306
2022-10-31,13645.69,13827.44,13493.19,13652.02,47954254
2022-11-01,13904.64,14127.6,13730.94,13930.32,19709150
2022-11-02,14079.0,14167.73,14027.02,14105.46,9171364
2022-11-03,13793.32,13893.93,13614.28,13799.51,32101646
2022-11-04,13574.65,13784.42,13442.74,13593.14,27139420
2022-11-07,13470.92,13534.49,13387.63,13496.66,41128369
2022-11-08,13520.12,13549.51,13402.79,13506.28,37198250
2022-11-09,13593.33,13651.55,13497.8,13595.58,9197739
2022-11-10,13471.25,13613.91,13309.52,13482.62,15325121
2022-11-11,13539.86,13571.71,13382.19,13518.23,41860174
2022-11-14,13380.52,13596.55,13307.61,13401.1,23248067
2022-11-15,13332.39,13412.02,13276.28,13308.12,16324581
2022-11-16,13079.06,13200.31,13016.28,13088.8,29543290
2022-11-17,12969.15,13016.45,12910.1,12949.03,26263961
2022-11-18,12749.42,12847.69,12679.29,12744.17,11859634
2022-11-21,12616.5,12733.65,12507.95,12600.03,16045787
2022-11-22,12789.09,12914.56,12604.78,12764.38,14840119
2022-11-23,12613.38,12773.03,12544.11,12624.06,30783943
2022-11-24,13051.92,13151.82,12938.05,13027.89,9007324
2022-11-25,13104.43,13290.58,13016.25,13110.22,42069962
2022-11-28,13138.53,13310.51,13031.07,13144.55,13203492
2022-11-29,13006.1,13168.52,12908.64,13014.41,33085521
2022-11-30,13131.16,13164.74,12989.13,13128.99,11437885
2022-12-01,13025.5,13070.8,12935.95,13043.55,17884085
2022-12-02,13070.67,13130.09,12905.41,13067.86,5393186
2022-12-05,13476.8,13617.73,13413.47,13474.55,44527304
2022-12-06,13478.51,13563.31,13294.96,13464.41,42309922
2022-12-07,13673.71,13754.23,13465.73,13655.48,17923274
2022-12-08,13542.49,13728.58,13419.35,13545.72,12071422
2022-12-09,13534.74,13730.24,13458.19,13545.45,8304299
2022-12-12,13825.38,14029.94,13709.87,13838.7,43514123
2022-12-13,13723.34,13823.67,13583.45,13740.12,11532930
2022-12-14,14019.61,14198.72,13935.7,14044.46,19808756
2022-12-15,14160.42,14247.73,14020.73,14169.35,30928614
2022-12-16,14066.45,14142.43,14038.94,14079.38,6750093
2022-12-19,14218.34,14254.31,14149.21,14191.86,27993847
2022-12-20,14366.48,14455.77,14241.52,14363.17,39775114
2022-12-21,14467.24,14585.95,14320.65,14476.09,10243174
2022-12-22,14213.68,14391.02,14132.14,14209.11,43559764
2022-12-23,14070.47,14140.95,13886.17,14090.81,24672234
2022-12-26,14051.45,14216.98,13930.52,14054.59,45374831
2022-12-27,14054.75,14172.81,13898.37,14047.66,39161749
2022-12-28,14157.28,14239.22,14114.97,14157.91,44105684
2022-12-29,14188.19,14313.08,13983.07,14193.76,10579123
2022-12-30,13999.6,14054.42,13862.83,13972.0,23470891
2023-01-02,14062.69,14178.22,13965.91,14041.33,5974303
2023-01-03,14156.81,14257.93,14026.8,14149.83,25030723
2023-01-04,14254.49,14309.5,14052.6,14250.54,24653453
2023-01-05,14448.03,14491.83,14407.01,14441.06,9973064
2023-01-06,14573.92,14724.23,14470.74,14591.35,11848120
2023-01-09,14671.43,14879.13,14574.62,14677.59,14425266
2023-01-10,14644.07,14766.04,14496.16,14671.1,22257890
2023-01-11,14383.14,14550.39,14259.2,14384.55,43875236
2023-01-12,14466.95,14617.25,14328.19,14464.46,43302356
2023-01-13,14490.5,14710.98,14302.83,14506.3,11684601
2023-01-16,14586.4,14743.88,14361.08,14559.38,29688273
2023-01-17,14365.63,14476.46,14283.15,14342.14,30558880
2023-01-18,14174.4,14311.1,13993.54,14161.82,34449159
2023-01-19,14348.37,14542.7,14167.62,14346.46,8612914
2023-01-20,14366.61,14448.58,14224.36,14345.38,37788991
2023-01-23,14447.06,14558.84,14396.01,14468.44,48019088
2023-01-24,14495.97,14510.14,14273.62,14479.14,40711530
2023-01-25,14468.36,14674.78,14381.41,14490.11,19130270
2023-01-26,14676.3,14841.01,14461.88,14659.05,47994381
2023-01-27,14561.07,14623.08,14362.43,14574.14,36822219
2023-01-30,14618.8,14735.44,14387.84,14596.78,44422987
2023-01-31,14547.44,14638.28,14461.29,14521.64,48767020
2023-02-01,14431.44,14502.94,14257.13,14451.74,20173441
2023-02-02,14401.75,14616.32,14196.3,14403.9,32132673
2023-02-03,14475.86,14517.28,14313.59,14448.06,23498958
2023-02-06,14369.88,14412.14,14312.95,14370.83,38295260
2023-02-07,14614.36,14735.17,14424.02,14593.14,35033744
2023-02-08,14447.44,14609.92,14304.85,14442.31,34878918
2023-02-09,14408.51,14450.61,14206.95,14415.7,8295453
2023-02-10,14333.11,14496.94,14213.97,14345.4,10870747
2023-02-13,14582.9,14730.46,14490.86,14600.23,32302315
2023-02-14,14655.84,14689.44,14529.56,14640.51,33730525
2023-02-15,14820.91,14890.55,14669.31,14827.64,30007056
2023-02-16,14569.9,14705.96,14410.47,14569.25,5304543
2023-02-17,14621.31,14707.34,14422.7,14621.76,34141997
2023-02-20,14788.28,14993.61,14632.45,14783.71,8112261
2023-02-21,14825.87,14991.4,14601.3,14804.22,6456498
2023-02-22,15028.27,15221.21,14923.91,14999.42,34334810
2023-02-23,14906.8,14992.48,14875.95,14912.31,26490513
2023-02-24,15190.35,15392.06,15134.24,15170.48,47655972
2023-02-27,15611.55,15713.67,15536.51,15595.05,35887799
2023-02-28,15537.96,15634.63,15421.71,15533.39,14369879
2023-03-01,15484.75,15497.59,15365.54,15456.56,11423841
2023-03-02,15713.46,15774.57,15554.66,15732.31,14380814
2023-03-03,16011.75,16213.15,15927.76,16036.81,24015370
2023-03-06,15965.18,16069.4,15797.9,15942.6,7657303
2023-03-07,15864.73,15947.06,15730.0,15868.6,43945088
2023-03-08,15843.24,15979.21,15739.82,15821.28,31547512
2023-03-09,15596.85,15654.7,15395.85,15572.36,13324458
2023-03-10,15379.96,15553.43,15239.52,15406.92,48045531
2023-03-13,15250.79,15329.0,15182.07,15227.44,11663143
2023-03-14,15090.11,15285.01,14877.86,15093.23,5665979
2023-03-15,15093.61,15284.2,14961.88,15092.99,10446342
2023-03-16,15149.11,15265.69,15094.0,15141.44,19526420
2023-03-17,15455.54,15530.45,15320.21,15429.22,31142602
2023-03-20,15221.21,15352.93,15130.12,15250.55,46360853
2023-03-21,15435.35,15629.35,15255.35,15436.78,12104627
2023-03-22,15414.89,15499.84,15241.01,15403.32,49481116
2023-03-23,15414.06,15472.99,15339.92,15400.34,25575273
2023-03-24,15543.17,15579.37,15411.15,15531.21,41753179
2023-03-27,15305.76,15451.83,15200.82,15328.17,44030481
2023-03-28,15392.28,15532.01,15193.52,15404.64,18114573
2023-03-29,15432.85,15641.26,15213.17,15441.58,38050331
2023-03-30,15557.93,15614.77,15500.59,15539.0,23680087
2023-03-31,15585.33,15707.6,15441.6,15599.14,47565255
2023-04-03,16046.4,16265.95,15949.99,16064.99,26535028
2023-04-04,15977.65,16151.13,15725.77,15948.47,49432839
2023-04-05,15822.08,15964.2,15756.21,15853.22,44313283
2023-04-06,15772.37,15866.45,15695.74,15741.02,34892058
2023-04-07,15653.46,15735.35,15524.82,15642.39,47023011
2023-04-10,15549.41,15748.32,15321.53,15529.01,35988548
2023-04-11,15743.84,15812.6,15639.59,15756.79,32039024
2023-04-12,16000.54,16258.35,15950.92,16031.68,14954657
2023-04-13,15943.45,16101.76,15773.53,15928.29,24626311
2023-04-14,15796.65,15916.14,15719.37,15775.57,35821478
2023-04-17,15886.39,15909.6,15766.89,15871.12,18924414
2023-04-18,15749.76,15901.36,15720.09,15772.3,11779617
2023-04-19,15914.52,16014.47,15788.79,15898.4,14587718
2023-04-20,15960.62,16008.77,15731.53,15943.47,22623678
2023-04-21,15669.79,15824.81,15488.0,15659.86,5723879
2023-04-24,15973.91,16190.29,15759.43,15956.92,17377179
2023-04-25,16329.75,16458.98,16255.24,16307.19,36554749
2023-04-26,16201.15,16376.65,16110.97,16193.8,23397030
2023-04-27,16098.4,16171.53,16024.85,16124.93,6502718
2023-04-28,16185.9,16306.96,16007.23,16186.7,18772237
2023-05-01,16230.67,16315.25,16053.16,16258.14,24605556
2023-05-02,16387.06,16556.5,16308.43,16393.12,16932133
2023-05-03,16788.88,17033.62,16646.72,16795.12,11696579
2023-05-04,16737.07,16943.95,16563.9,16766.18,38953257
2023-05-05,16602.22,16662.08,16496.25,16612.27,18654424
2023-05-08,16318.52,16452.0,16107.36,16343.95,6885190
2023-05-09,16227.12,16355.57,16032.75,16207.13,43250213
2023-05-10,16236.2,16324.54,16062.79,16207.17,26869211
2023-05-11,16534.34,16775.29,16346.09,16562.67,22007812
2023-05-12,16496.4,16673.75,16430.2,16466.42,36028034
2023-05-15,16518.72,16681.64,16314.37,16517.23,9993899
2023-05-16,16507.33,16633.83,16300.77,16520.58,16267806
2023-05-17,16734.41,16851.95,16555.7,16762.78,42677422
2023-05-18,17277.83,17336.13,17191.36,17277.79,20905769
2023-05-19,17194.87,17288.22,17012.02,17174.63,19299385
2023-05-22,17094.78,17206.54,16949.97,17080.63,17494418
2023-05-23,17270.36,17488.09,17046.69,17301.48,20410415
2023-05-24,17420.17,17634.18,17196.04,17449.98,49685691
2023-05-25,17836.72,17895.61,17679.42,17843.66,48376522
2023-05-26,17961.11,18104.15,17897.03,17975.83,36982402
2023-05-29,17886.35,17983.64,17842.99,17905.52,5294358
2023-05-30,18023.79,18112.44,17789.33,18039.59,19379782
2023-05-31,18309.01,18520.06,18140.49,18286.81,46149334
2023-06-01,18505.89,18521.19,18416.39,18474.17,9721005
2023-06-02,18586.96,18732.54,18408.89,18594.02,14970977
2023-06-05,18870.07,18918.34,18760.04,18839.46,49929426
2023-06-06,19097.7,19368.04,18857.89,19111.35,31347577
2023-06-07,19434.14,19615.59,19380.78,19435.97,6247752
2023-06-08,19573.57,19693.18,19492.53,19595.04,34750575
2023-06-09,19574.58,19730.49,19509.54,19563.59,43249586
2023-06-12,19643.42,19831.51,19484.22,19605.85,5116908
2023-06-13,19905.79,20185.18,19693.09,19897.55,7343145
2023-06-14,19699.24,19806.36,19655.19,19710.45,10846899
